,ddc,주류(한글),강목(한글),요목(한글),세목(한글)
2188,687.2,기술,특정 용도에 맞게 제조,의류 및 액세서리,속옷
2189,687.3,기술,특정 용도로 제조,의류 및 액세서리,양말류
2190,687.4,기술,특정 용도에 맞게 제조,의류 및 액세서리,머리 장식
2191,687.8,기술,특정 용도로 제조,의류 및 액세서리,의류 제작 보조 품목 (Notions)
2192,688,기술,특정 용도로 제조,기타 최종 제품 및 포장 기술,기타 최종 제품 및 포장 기술
2193,688.1,기술,특정 용도로 제조,기타 최종 제품 및 포장 기술,모델 및 미니어처
2194,688.2,기술,특정 용도로 제조,기타 최종 제품 및 포장 기술,의상 보석
2195,688.4,기술,특정 용도로 제조,기타 최종 제품 및 포장 기술,담배 사용자를 위한 용품
2196,688.5,기술,특정 용도로 제조,기타 최종 제품 및 포장 기술,개인 정리용 액세서리
2197,688.6,기술,특정 용도로 제조,기타 최종 제품 및 포장 기술,무동력 육상 차량
2198,688.7,기술,특정 용도로 제조,기타 최종 제품 및 포장 기술,레크리에이션 장비
2199,688.8,기술,특정 용도로 제조,기타 최종 제품 및 포장 기술,포장기술
2200,690,기술,건물 건설,건물 건설,건물 건설
2201,690.01,기술,건물 건설,건물 건설,철학과 이론
2202,690.02,기술,건물 건설,건물 건설,잡록
2203,690.03-690.05,기술,건물 건설,건물 건설,표준 세분
2204,690.06,기술,건물 건설,건물 건설,조직 및 경영진
2205,690.07-690.09,기술,건물 건설,건물 건설,표준 세분
2206,690.1-690.8,기술,건물의 건설,건물 건설,건물 건설의 특수 주제
2207,691,기술,건물 건설,건축자재,건축자재
2208,691.1,기술,건물 건설,건축자재,재목
2209,691.2,기술,건물 건설,건축자재,자연석
2210,691.3,기술,건물의 건설,건축자재,콘크리트 및 인조석
2211,691.4,기술,건물 건설,건축자재,세라믹 및 점토 재료
2212,691.5,기술,건물의 건설,건축자재,벽돌 접착제
2213,691.6,기술,건물 건설,건축자재,유리
2214,691.7,기술,건물 건설,건축자재,철 및 강철(철금속)
2215,691.8,기술,건물 건설,건축자재,궤조
2216,691.9,기술,건물의 건설,건축자재,기타 건축 자재
2217,692,기술,건물 건설,보조 건설 관행,보조 건설 관행
2218,692.1,기술,건물 건설,보조 건설 관행,계획 및 도면
2219,692.2,기술,건물 건설,보조 건설 관행,상세 도면
2220,692.3,기술,건물 건설,보조 건설 관행,시공사양
2221,692.5,기술,건물 건설,보조 건설 관행,"노동력, 시간, 자재 견적"
2222,692.8,기술,건물 건설,보조 건설 관행,계약 중
2223,693,기술,건물 건설,특정 유형의 재료 및 특정 목적을 위한 건설,특정 유형의 재료 및 특정 목적을 위한 건설
2224,693[.01-693.09],기술,건물 건설,특정 유형의 재료 및 특정 목적을 위한 건설,표준 세분
2225,693.1-693.7,기술,건물 건설,특정 유형의 재료 및 특정 목적을 위한 건설,특정 재료로 건축
2226,693.8,기술,건물 건설,특정 유형의 재료 및 특정 목적을 위한 건설,특정 목적을 위한 건설
2227,693.9,기술,건물 건설,특정 유형의 재료 및 특정 목적을 위한 건설,기타 재료로 제작
2228,694,기술,건물 건설,목재 건축,목재 건축
2229,694.092,기술,건물 건설,목재 건축,목수
2230,694.1,기술,건물 건설,목재 건축,"기획, 분석, 엔지니어링 설계"
2231,694.2-694.6,기술,건물 건설,목재 건축,목공
2232,695,기술,건물 건설,지붕 덮개,지붕 덮개
2233,695.092,기술,건물 건설,지붕 덮개,지붕 수리공
2234,696,기술,건물 건설,유용,유용
2235,696.1,기술,건물 건설,유용,배관
2236,696.2,기술,건물 건설,유용,파이프 피팅
2237,696.3,기술,건물 건설,유용,스팀파이프(스팀피팅)
2238,696.6,기술,건물 건설,유용,온수공급
2239,697,기술,건물 건설,"난방, 환기, 공조 공학","난방, 환기, 공조 공학"
2240,697.001,기술,건물 건설,"난방, 환기, 공조 공학",철학과 이론
2241,697.002,기술,건물의 건설,"난방, 환기, 공조 공학",잡록
2242,697.003-697.009,기술,건물 건설,"난방, 환기, 공조 공학",표준 세분
2243,697.02,기술,건물의 건설,"난방, 환기, 공조 공학",지역난방
2244,697.03,기술,건물 건설,"난방, 환기, 공조 공학",중앙 난방
2245,697.04,기술,건물 건설,"난방, 환기, 공조 공학",특정 에너지원을 이용한 난방
2246,697.07,기술,건물의 건설,"난방, 환기, 공조 공학",난방 장비
2247,697.1-697.8,기술,건물의 건설,"난방, 환기, 공조 공학",난방
2248,697.9,기술,건물 건설,"난방, 환기, 공조 공학","환기 및 에어컨; 특정 종류의 건물의 난방, 환기, 냉방"
2249,698,기술,건물 건설,디테일 마무리,디테일 마무리
2250,698.1,기술,건물의 건설,디테일 마무리,그림
2251,698.2,기술,건물 건설,디테일 마무리,하소 및 표백
2252,698.3,기술,건물 건설,디테일 마무리,목공 마무리하기
2253,698.5,기술,건물 건설,디테일 마무리,유약 및 선도 창
2254,698.6,기술,건물 건설,디테일 마무리,종이걸이
2255,698.9,기술,건물 건설,디테일 마무리,바닥재
2256,700,예술 및 레크리에이션,,예술 및 레크리에이션,예술
2257,700.1-700.9,예술 및 레크리에이션,,예술 및 레크리에이션,예술의 표준 하위 부문
2258,700,예술 및 레크리에이션,기예,예술,예술
2259,700.1-700.9,예술 및 레크리에이션,기예,예술,예술의 표준 하위 구분
2260,701-708,예술 및 레크리에이션,기예,미술 및 장식 예술의 표준 세분,미술 및 장식 예술의 표준 세분
2261,701,예술 및 레크리에이션,기예,미술 및 장식 예술의 표준 세분,미술과 장식예술의 철학과 이론
2262,702,예술 및 레크리에이션,기예,미술 및 장식 예술의 표준 세분,기타 미술 및 장식 예술
2263,703,예술 및 레크리에이션,기예,미술 및 장식 예술의 표준 세분,"사전, 백과사전, 미술 및 장식 예술 용어집"
2264,704,예술 및 레크리에이션,기예,미술 및 장식 예술의 표준 세분,미술 및 장식 예술의 특별 주제
2265,705,예술 및 레크리에이션,기예,미술 및 장식 예술의 표준 세분,미술 및 장식 예술 분야의 연속 간행물
2266,706,예술 및 레크리에이션,기예,미술 및 장식 예술의 표준 세분,미술 및 장식 예술의 조직 및 관리
2267,707,예술 및 레크리에이션,기예,미술 및 장식 예술의 표준 세분,"미술 및 장식 예술의 교육, 연구, 관련 주제"
2268,708,예술 및 레크리에이션,기예,미술 및 장식 예술의 표준 세분,"갤러리, 박물관, 미술 및 장식 예술품의 개인 소장품"
2269,709,예술 및 레크리에이션,기예,"역사, 지리적 처리, 전기","역사, 지리적 처리, 전기"
2270,709.01,예술 및 레크리에이션,기예,"역사, 지리적 처리, 전기",문맹인들의 예술과 499년까지의 가장 초기 시대
2271,709.02-709.05,예술 및 레크리에이션,기예,"역사, 지리적 처리, 전기","개발 기간, 500-"
2272,709.1,예술 및 레크리에이션,기예,"역사, 지리적 처리, 전기","지역, 지역, 장소 전반"
2273,709.2,예술 및 레크리에이션,기예,"역사, 지리적 처리, 전기",전기
2274,709.3-709.9,예술 및 레크리에이션,기예,"역사, 지리적 처리, 전기","특정 대륙, 국가, 지역"
2275,710,예술 및 레크리에이션,지역 계획 및 조경 건축,지역 계획 및 조경,지역 계획 및 조경
2276,711,예술 및 레크리에이션,지역 계획 및 조경 건축,지역계획(시민예술),지역계획(시민예술)
2277,711.1,예술 및 레크리에이션,지역 계획 및 조경 건축,지역계획(시민예술),"절차적, 사회적 측면"
2278,711.2-711.4,예술 및 레크리에이션,지역 계획 및 조경 건축,지역계획(시민예술),특정 수준
2279,711.5,예술 및 레크리에이션,지역 계획 및 조경 건축,지역계획(시민예술),특정 종류의 영역
2280,711.6-711.8,예술 및 레크리에이션,지역 계획 및 조경 건축,지역계획(시민예술),특정 요소
2281,712,예술 및 레크리에이션,지역 계획 및 조경 건축,조경건축(조경설계),조경건축(조경설계)
2282,712.01,예술 및 레크리에이션,지역 계획 및 조경 건축,조경건축(조경설계),철학과 이론
2283,712.0228,예술 및 레크리에이션,지역 계획 및 조경 건축,조경건축(조경설계),조경 건축--미니어처
2284,712.09,예술 및 레크리에이션,지역 계획 및 조경 건축,조경건축(조경설계),조경 건축 - 역사
2285,712.2-712.3,예술 및 레크리에이션,지역 계획 및 조경 건축,조경건축(조경설계),일반적인 고려 사항
2286,712.5-712.7,예술 및 레크리에이션,지역 계획 및 조경 건축,조경건축(조경설계),특정 종류의 토지
2287,713,예술 및 레크리에이션,지역 계획 및 조경 건축,도로의 조경 건축,도로의 조경 건축
2288,714-717,예술 및 레크리에이션,지역 계획 및 조경 건축,조경 건축의 특정 요소,조경 건축의 특정 요소
2289,714,예술 및 레크리에이션,지역 계획 및 조경 건축,조경 건축의 특정 요소,조경 건축의 물 특징
2290,715,예술 및 레크리에이션,지역 계획 및 조경 건축,조경 건축의 특정 요소,조경 건축의 우디 식물
2291,716,예술 및 레크리에이션,지역 계획 및 조경 건축,조경 건축의 특정 요소,조경 건축의 초본 식물
2292,717,예술 및 레크리에이션,지역 계획 및 조경 건축,조경 건축의 특정 요소,조경 건축의 구조
2293,718,예술 및 레크리에이션,지역 계획 및 조경 건축,묘지의 조경 설계,묘지의 조경설계
2294,718.8,예술 및 레크리에이션,지역 계획 및 조경 건축,묘지의 조경설계,국립묘지
2295,719,예술 및 레크리에이션,지역 계획 및 조경 건축,자연 경관,자연 경관
2296,719.3,예술 및 레크리에이션,지역 계획 및 조경 건축,자연 경관,예약된 토지
2297,720,예술 및 레크리에이션,건축학,건축학,건축학
2298,720.1,예술 및 레크리에이션,건축학,건축학,철학과 이론
2299,720.2,예술 및 레크리에이션,건축학,건축학,잡록
2300,720.4,예술 및 레크리에이션,건축학,건축학,건축의 특별 주제
2301,720.5,예술 및 레크리에이션,건축학,건축학,건축--연재물
2302,720.71,예술 및 레크리에이션,건축학,건축학,건축-교육
2303,720.794,예술 및 레크리에이션,건축학,건축학,건축--수상--유럽
2304,720.82,예술 및 레크리에이션,건축학,건축학,여성-건축
2305,720.846,예술 및 레크리에이션,건축학,건축학,노인을 위한 건축
2306,720.87,예술 및 레크리에이션,건축학,건축학,"장애인--건축물을 위한, . . ."
2307,720.89974,예술 및 레크리에이션,건축학,건축학,푸에블로 인디언-건축물
2308,720.9,예술 및 레크리에이션,건축학,건축학,"역사, 지리적 처리, 전기"
2309,721-729,예술 및 레크리에이션,건축학,건축의 특정 측면,건축의 특정 측면
2310,721,예술 및 레크리에이션,건축학,건축의 특정 측면,건축자재 및 구조요소
2311,722-724,예술 및 레크리에이션,건축학,건축의 특정 측면,건축 학교 및 스타일
2312,725-728,예술 및 레크리에이션,건축학,건축의 특정 측면,특정 유형의 구조물
2313,729,예술 및 레크리에이션,건축학,건축의 특정 측면,구조물 및 액세서리의 디자인 및 장식
2314,730,예술 및 레크리에이션,"조각품, 도자기, 금속 세공품",조각 및 관련 예술,조각 및 관련 예술
2315,730.1,예술 및 레크리에이션,"조각품, 도자기, 금속 세공품",조각 및 관련 예술,"조각과 관련예술의 철학과 이론을 함께, 조각만의 철학과 이론"
2316,730.2,예술 및 레크리에이션,"조각품, 도자기, 금속 세공품",조각 및 관련 예술,"잡다한 조각과 관련예술을 함께, 조각만을"
2317,730.74,예술 및 레크리에이션,"조각, 도자기 및 금속 가공",조각 및 관련 예술,"조각품-박물관, . . ."
2318,730.9,예술 및 레크리에이션,"조각품, 도자기, 금속 세공품",조각 및 관련 예술,"조각과 관련 예술의 역사, 지리학, 전기를 함께, 조각만을"
2319,731-735,예술 및 레크리에이션,"조각품, 도자기, 금속 세공품",조각품,조각품
2320,731,예술 및 레크리에이션,"조각품, 도자기, 금속 세공품",조각품,"조각의 과정, 형태, 주제"
2321,732-735,예술 및 레크리에이션,"조각, 도자기 및 금속 가공",조각품,학교와 조각 스타일
2322,736-739,예술 및 레크리에이션,"조각품, 도자기, 금속 세공품",관련 입체 예술,관련 입체 예술
2323,736,예술 및 레크리에이션,"조각품, 도자기, 금속 세공품",관련 입체 예술,조각과 조각
2324,737,예술 및 레크리에이션,"조각품, 도자기, 금속 세공품",관련 입체 예술,화폐학과 인쇄술
2325,738,예술 및 레크리에이션,"조각, 도자기 및 금속 가공",관련 입체 예술,도예
2326,739,예술 및 레크리에이션,"조각품, 도자기, 금속 세공품",관련 입체 예술,예술 금속 세공품
2327,740,예술 및 레크리에이션,디자인 및 관련 예술,디자인 및 관련 예술,디자인 및 관련 예술
2328,740.1,예술 및 레크리에이션,디자인 및 관련 예술,디자인 및 관련 예술,"그래픽 아트--철학, ..."
2329,740.285,예술 및 레크리에이션,디자인 및 관련 예술,디자인 및 관련 예술,컴퓨터 응용 프로그램
2330,740.4,예술 및 레크리에이션,디자인 및 관련 예술,디자인 및 관련 예술,디자인 및 관련 예술의 도상학
2331,740.9,예술 및 레크리에이션,디자인 및 관련 예술,디자인 및 관련 예술,"역사, 지리적 처리, 디자인 및 관련 예술의 전기"
2332,741,예술 및 레크리에이션,디자인 및 관련 예술,도면 및 도면,도면 및 도면
2333,741.01,예술 및 레크리에이션,디자인 및 관련 예술,도면 및 도면,철학과 이론
2334,741.02,예술 및 레크리에이션,디자인 및 관련 예술,도면 및 도면,잡록
2335,741.07,예술 및 레크리에이션,디자인 및 관련 예술,도면 및 도면,"교육, 연구, 관련 주제"
2336,741.083,예술 및 레크리에이션,디자인 및 관련 예술,도면 및 도면,어린이-그림
2337,741.08997078,예술 및 레크리에이션,디자인 및 관련 예술,도면 및 도면,"평원 인디언--그림, . . ."
