,주류,강목,요목번호,요목명,세목번호,세목명
1707,Technology,Technology,609,"History, geographic treatment, biography",609,"History, geographic treatment, biography"
1708,Technology,Technology,609,"History, geographic treatment, biography",609.009,Archaeology
1709,Technology,Technology,609,"History, geographic treatment, biography",609.1722,"Technology--developed regions, . . ."
1710,Technology,Technology,609,"History, geographic treatment, biography",609.2,Biography
1711,Technology,Technology,609,"History, geographic treatment, biography",609.73,"Technology--United States, . . ."
1712,Technology,Medicine & health,610,Medicine and health,610,Medicine and health
1713,Technology,Medicine & health,610,Medicine and health,610.1,Medicine--philosophy
1714,Technology,Medicine & health,610,Medicine and health,610.207,Medicine--humorous treatment
1715,Technology,Medicine & health,610,Medicine and health,610.21,Medicine--statistics
1716,Technology,Medicine & health,610,Medicine and health,610[.23],"Medicine and health as a profession, occupation, hobby"
1717,Technology,Medicine & health,610,Medicine and health,610.28,"Auxiliary techniques and procedures; apparatus, equipment, materials"
1718,Technology,Medicine & health,610,Medicine and health,610.3,Medicine--dictionaries
1719,Technology,Medicine & health,610,Medicine and health,610.6,"Organizations, management; group practice; medical personnel and relationships"
1720,Technology,Medicine & health,610,Medicine and health,610.7,"Education, research, nursing, services of allied health personnel"
1721,Technology,Medicine & health,610,Medicine and health,610.82,Women in medicine
1722,Technology,Medicine & health,610,Medicine and health,610.8625,Enslaved people in medicine
1723,Technology,Medicine & health,610,Medicine and health,610.8664,"Gay people in medicine, . . ."
1724,Technology,Medicine & health,610,Medicine and health,610.9,Medicine--history
1725,Technology,Medicine & health,611,"Human anatomy, cytology, histology",611,"Human anatomy, cytology, histology"
1726,Technology,Medicine & health,611,"Human anatomy, cytology, histology",611.001-611.009,Standard subdivisions
1727,Technology,Medicine & health,611,"Human anatomy, cytology, histology",611.01,"Anatomic embryology, cytology, histology"
1728,Technology,Medicine & health,611,"Human anatomy, cytology, histology",611.1-611.9,Gross anatomy
1729,Technology,Medicine & health,612,Human physiology,612,Human physiology
1730,Technology,Medicine & health,612,Human physiology,612.001,Philosophy and theory
1731,Technology,Medicine & health,612,Human physiology,612.002-612.009,Standard subdivisions
1732,Technology,Medicine & health,612,Human physiology,612.01,Biophysics and biochemistry
1733,Technology,Medicine & health,612,Human physiology,612.02,Control processes and tissue and organ culture
1734,Technology,Medicine & health,612,Human physiology,612.04,Physiology of specific activities
1735,Technology,Medicine & health,612,Human physiology,612.1-612.8,"Specific functions, systems, organs"
1736,Technology,Medicine & health,612,Human physiology,612.9,Regional physiology
1737,Technology,Medicine & health,613,Personal health and safety,613,Personal health and safety
1738,Technology,Medicine & health,613,Personal health and safety,613.019,Personal health--psychological aspects
1739,Technology,Medicine & health,613,Personal health and safety,613.04,"Personal health of people by gender, sex, or age group"
1740,Technology,Medicine & health,613,Personal health and safety,613.071,Health--education
1741,Technology,Medicine & health,613,Personal health and safety,613[.081-613.084],"People by gender, sex, or age group"
1742,Technology,Medicine & health,613,Personal health and safety,613.087,"People with disabilities--health, . . ."
1743,Technology,Medicine & health,613,Personal health and safety,613.092,Hygienists
1744,Technology,Medicine & health,613,Personal health and safety,613.1,Environmental factors
1745,Technology,Medicine & health,613,Personal health and safety,613.2,Dietetics
1746,Technology,Medicine & health,613,Personal health and safety,613.4,Personal cleanliness and related topics
1747,Technology,Medicine & health,613,Personal health and safety,613.5,Artificial environments
1748,Technology,Medicine & health,613,Personal health and safety,613.6,Personal safety and special topics of health
1749,Technology,Medicine & health,613,Personal health and safety,613.7,Physical fitness
1750,Technology,Medicine & health,613,Personal health and safety,613.8,Substance abuse (Drug abuse)
1751,Technology,Medicine & health,613,Personal health and safety,613.9,"Birth control, reproductive technology, sex hygiene, sexual techniques"
1752,Technology,Medicine & health,614,"Forensic medicine; incidence of injuries, wounds, disease; public preventive medicine",614,"Forensic medicine; incidence of injuries, wounds, disease; public preventive medicine"
1753,Technology,Medicine & health,614,"Forensic medicine; incidence of injuries, wounds, disease; public preventive medicine",614.1,Forensic medicine
1754,Technology,Medicine & health,614,"Forensic medicine; incidence of injuries, wounds, disease; public preventive medicine",614.3,Incidence of injuries and wounds
1755,Technology,Medicine & health,614,"Forensic medicine; incidence of injuries, wounds, disease; public preventive medicine",614.4,Incidence of and public measures to prevent disease
1756,Technology,Medicine & health,614,"Forensic medicine; incidence of injuries, wounds, disease; public preventive medicine",614.5,Incidence of and public measures to prevent specific diseases and kinds of diseases
1757,Technology,Medicine & health,614,"Forensic medicine; incidence of injuries, wounds, disease; public preventive medicine",614.6,Disposal of the dead
1758,Technology,Medicine & health,615,Pharmacology and therapeutics,615,Pharmacology and therapeutics
1759,Technology,Medicine & health,615,Pharmacology and therapeutics,615.1,Drugs (Materia medica)
1760,Technology,Medicine & health,615,Pharmacology and therapeutics,615.2-615.3,Specific drugs and groups of drugs
1761,Technology,Medicine & health,615,Pharmacology and therapeutics,615.4,Prescription filling
1762,Technology,Medicine & health,615,Pharmacology and therapeutics,615.5,Therapeutics
1763,Technology,Medicine & health,615,Pharmacology and therapeutics,615.6,Methods of administering drugs
1764,Technology,Medicine & health,615,Pharmacology and therapeutics,615.7,Pharmacokinetics
1765,Technology,Medicine & health,615,Pharmacology and therapeutics,615.8,Specific therapies and kinds of therapies
1766,Technology,Medicine & health,615,Pharmacology and therapeutics,615.9,Toxicology
1767,Technology,Medicine & health,616,Diseases,616,Diseases
1768,Technology,Medicine & health,616,Diseases,616.001-616.009,Standard subdivisions
1769,Technology,Medicine & health,616,Diseases,616.02,Special topics of diseases
1770,Technology,Medicine & health,616,Diseases,616.04,Special medical conditions
1771,Technology,Medicine & health,616,Diseases,616.07-616.09,"Pathology, psychosomatic medicine, case histories"
1772,Technology,Medicine & health,616,Diseases,616.1-616.9,Specific diseases
1773,Technology,Medicine & health,617,"Surgery, regional medicine, dentistry, ophthalmology, otology, audiology",617,"Surgery, regional medicine, dentistry, ophthalmology, otology, audiology"
1774,Technology,Medicine & health,617,"Surgery, regional medicine, dentistry, ophthalmology, otology, audiology",617.001-617.008,Standard subdivisions of surgery
1775,Technology,Medicine & health,617,"Surgery, regional medicine, dentistry, ophthalmology, otology, audiology",617[.009],"History, geographic treatment, biography of surgery"
1776,Technology,Medicine & health,617,"Surgery, regional medicine, dentistry, ophthalmology, otology, audiology",617.02-617.09,"General topics of surgery; history, geographic treatment, biography of surgery"
1777,Technology,Medicine & health,617,"Surgery, regional medicine, dentistry, ophthalmology, otology, audiology",617.1,Injuries and wounds
1778,Technology,Medicine & health,617,"Surgery, regional medicine, dentistry, ophthalmology, otology, audiology",617.2,Results of injuries and wounds
1779,Technology,Medicine & health,617,"Surgery, regional medicine, dentistry, ophthalmology, otology, audiology",617.4-617.5,Surgery by systems and regions
1780,Technology,Medicine & health,617,"Surgery, regional medicine, dentistry, ophthalmology, otology, audiology",617.6,*Dentistry
1781,Technology,Medicine & health,617,"Surgery, regional medicine, dentistry, ophthalmology, otology, audiology",617.7,*Ophthalmology
1782,Technology,Medicine & health,617,"Surgery, regional medicine, dentistry, ophthalmology, otology, audiology",617.8,*Otology and audiology
1783,Technology,Medicine & health,617,"Surgery, regional medicine, dentistry, ophthalmology, otology, audiology",617.9,Operative surgery and special fields of surgery
1784,Technology,Medicine & health,618,"Gynecology, obstetrics, pediatrics, geriatrics",618,"Gynecology, obstetrics, pediatrics, geriatrics"
1785,Technology,Medicine & health,618,"Gynecology, obstetrics, pediatrics, geriatrics",618.01,Philosophy and theory
1786,Technology,Medicine & health,618,"Gynecology, obstetrics, pediatrics, geriatrics",618.02,Miscellany
1787,Technology,Medicine & health,618,"Gynecology, obstetrics, pediatrics, geriatrics",618.03,"Dictionaries, encyclopedias, concordances"
1788,Technology,Medicine & health,618,"Gynecology, obstetrics, pediatrics, geriatrics",618.04,"Special topics of gynecology, obstetrics, pediatrics, geriatrics"
1789,Technology,Medicine & health,618,"Gynecology, obstetrics, pediatrics, geriatrics",618.05-618.07,Standard subdivisions
1790,Technology,Medicine & health,618,"Gynecology, obstetrics, pediatrics, geriatrics",618.08,Groups of people
1791,Technology,Medicine & health,618,"Gynecology, obstetrics, pediatrics, geriatrics",618.09,"History, geographic treatment, biography"
1792,Technology,Medicine & health,618,"Gynecology, obstetrics, pediatrics, geriatrics",618.1-618.8,Gynecology and obstetrics
1793,Technology,Medicine & health,618,"Gynecology, obstetrics, pediatrics, geriatrics",618.9,Pediatrics and geriatrics
1794,Technology,Engineering,620,Engineering and allied operations,620,Engineering and allied operations
1795,Technology,Engineering,620,Engineering and allied operations,620.001,Philosophy and theory
1796,Technology,Engineering,620,Engineering and allied operations,620.002,Miscellany
1797,Technology,Engineering,620,Engineering and allied operations,620.003,"Dictionaries, encyclopedias, concordances"
1798,Technology,Engineering,620,Engineering and allied operations,620.004,"Design, testing, measurement, quality, maintenance, repair"
1799,Technology,Engineering,620,Engineering and allied operations,620.005-620.008,Standard subdivisions
1800,Technology,Engineering,620,Engineering and allied operations,620.009,"History, geographic treatment, biography"
1801,Technology,Engineering,620,Engineering and allied operations,620.1,Engineering mechanics and materials
1802,Technology,Engineering,620,Engineering and allied operations,620.2,Sound and related vibrations
1803,Technology,Engineering,620,Engineering and allied operations,620.3,Mechanical vibration
1804,Technology,Engineering,620,Engineering and allied operations,620.4,"Engineering for specific kinds of geographic environments, fine particle and remote control technology, surface engineering"
1805,Technology,Engineering,620,Engineering and allied operations,620.5,Nanotechnology
1806,Technology,Engineering,620,Engineering and allied operations,620.8,Human factors and safety engineering
1807,Technology,Engineering,621,Applied physics,621,Applied physics
1808,Technology,Engineering,621,Applied physics,621.04,Special topics of applied physics
1809,Technology,Engineering,621,Applied physics,621.092,Mechanical engineers
1810,Technology,Engineering,621,Applied physics,621.1-621.2,Fluid-power technologies
1811,Technology,Engineering,621,Applied physics,621.3,"Electrical, magnetic, optical, communications, computer engineering; electronics, lighting"
